batch_size,learning_rate,score
76,0.16646722614124754,20.624225467443466
110,0.17228945369609433,21.975467681884766
80,0.0008354270566129826,20.331982046365738
39,1.921165975741198e-05,32.76973366737366
36,0.0024452630570839917,22.88413205742836
104,0.0025112263624837016,18.446914941072464
51,0.15149343663386153,19.42523604631424
44,0.017412429067220004,23.62627884745598
48,0.6106267064873843,22.10335424542427
19,0.22409712855921127,22.829344630241394
